;Группа;Артикул;Номенклатура;Модели;ЦЕНА;;
;MOBIS;976263C000;Клапан кондиционера;MGN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2A143900;Клапан обратный тормозной;SPCTR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K01C18741;Клапан перепускной топливный(улавливания паров топлива);SPG;750;;975
;MOBIS;2891022040;Клапан перепускной топливный(улавливания паров топлива);ACT 99-05, CARENS, CERATO, RIO NEW 05-,;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;3512027000;Клапан рециркуляции;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;3946038750;Клапан рециркуляции выхлопных газов;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;3946038650;Клапан системы впуска;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;3119038000;Клапан топливного бака;SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5877502100A;Клапан тормозной системы обратка;ATOZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K01120660;Клапан холостого хода;SPG;6550;;8515
;MOBIS;3515026900;Клапан холостого хода;RIO;1610;;2093
;MOBIS;0K9A220660;Клапан холостого хода 99-;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K24720660;Клапан холостого хода 99-;CLR-1, SPG GAZ;1640;;2132
;MOBIS;4565702701;Клапан электромагнитный;ATOZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;971934A000;Клапан электромагнитный;TRAJET;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;KK13118741;Клапан электромагнитный;AVL;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;86516H1000;Клипса;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8659028000DBD;Клипса;;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;866363A000;Клипса;TRAJET;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;872122D000;Клипса;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;87702H1000;Клипса;SON NF;50;;65
;MOBIS;9751922000;Клипса;GTZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;K999100501;Клипса;SPCTR Иж;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;MGJ1268865;Клипса;SANTA FE;50;;65
;MOBIS;0K01134701;Клипса;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2A146189A;Клипса;SHM-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;1125306167B;Клипса;MGN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;1249204087B;Клипса;RIO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;1249304166B;Клипса;SON 5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;1339505007K;Клипса;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8,23144E+11;Клипса;RIO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;823132D00008;Клипса;RIO-3;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;822124B000;Клипса;H-100;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;815643E000;Клипса;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8118843000;Клипса;H-100;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;587272D000;Клипса;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5872711000;Клипса;SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;437275A000;Клипса;SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8581837000;Клипса;GTZ;10;;13
;MOBIS;861432D000;Клипса;LTR (XD) 00-;10;;13
;MOBIS;8777002000;Клипса;ACT 99-;50;;65
;MOBIS;9751902000;Клипса;GTZ;10;;13
;MOBIS;KKY0258762;Клипса;RIO-2;10;;13
;MOBIS;MBF8250233;Клипса;SPG;50;;65
;MOBIS;1491204000;Клипса;ACT 99-;10;;13
;MOBIS;8574602000AQ;Клипса;SON 5;50;;65
;MOBIS;847471C000;Клипса;GTZ;10;;13
;MOBIS;8213337000;Клипса;ACT 99-;50;;65
;MOBIS;1249304183;Клипса;MGN;50;;65
;MOBIS;858493B000;Клипса;CERATO;50;;65
;MOBIS;87703H1001;Клипса;SON-5;50;;65
;MOBIS;0BC1D56145;Клипса;H-100;50;;65
;MOBIS;0K20250033;Клипса;SPG;50;;65
;MOBIS;0K20250033CY;Клипса;GALL;20;;26
;MOBIS;1491405000;Клипса;MGN;20;;26
;MOBIS;8612228000;Клипса;ACT 99-, SORN;30;;39
;MOBIS;8775838000;Клипса;MGN;30;;39
;MOBIS;8651726000;Клипса;SANTA FE;50;;65
;MOBIS;877573C000;Клипса;MGN;50;;65
;MOBIS;1416003080;Клипса ;GTZ;10;;13
;MOBIS;8682522000;Клипса ;ACT 99-;50;;65
;MOBIS;828723D000;Клипса ;SON-5;30;;39
;MOBIS;MB46033232A;Клипса (пружинка колодок);RIO-1;50;;65
;MOBIS;8285228000;Клипса Hyundai;LTR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8175822200;Клипса багажника;;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;MGA7B500Z5;Клипса бампера;RIO-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;MBF6750033;Клипса бампера;RIO-1;50;;65
;MOBIS;0K2A150044;Клипса бампера;RIO-1,RIO-2;50;;65
;MOBIS;865172E000;Клипса бампера;SANTA FE;110;;143
;MOBIS;86568H1020;Клипса бампрера;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8659125000;Клипса гайки переднего бампера;ACT 99-, GTZ;50;;65
;MOBIS;KK3446852596;Клипса двери;AVL;50;;65
;MOBIS;8213422000;Клипса двери;ACT 99-;50;;65
;MOBIS;0K2A150783;Клипса заднего бампера;SPCTR Иж;50;;65
;MOBIS;0K2A150628;клипса заднего бампера (направл);SPCTR Иж;50;;65
;MOBIS;8523538000LT;Клипса козырька солнцезащитного;SON-4;20;;26
;MOBIS;8659435000;Клипса крепления  бампера;LTR 96-00;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;866181G000;Клипса крепления  бампера;RIO-3;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8659334500;Клипса крепления  бампера;LTR nov,06-;20;;26
;MOBIS;866181C000;Клипса крепления  бампера;GTZ;90;;117
;MOBIS;8659028000;Клипса крепления  бампера  подкрылка;ACT 95-99, ACT 99-05, GTZ 1,6L, LTR (XD);Уточняйте наличие;;#ЗНАЧ!
;MOBIS;86696H1000;Клипса крепления  бампера заднего;TERR;30;;39
;MOBIS;MA00151179C;Клипса крепления  задн, фонаря;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;MH38051142A;Клипса крепления  задн, фонаря;SHM-2;50;;65
;MOBIS;864384A100;Клипса крепления капота;CEE'D;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;1243103121;Клипса крепления молдинга ;ACT 99-;50;;65
;MOBIS;8571422000;Клипса крепления обшивки;ACT 99-, GTZ, LTR (XD) 00-, SON-5, TRAJE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8691022000;Клипса крепления обшивки;ACT 99-05, GTZ, LTR (XD) 00-, MATRIX, SO;50;;65
;MOBIS;1492104490;Клипса крепления обшивки багажника;MGN;10;;13
;MOBIS;8532521000YL;Клипса крепления обшивки потолка;ACT 99-05;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8532521000OI;Клипса крепления обшивки потолка;SON-5;10;;13
;MOBIS;8532521000QS;Клипса крепления обшивки потолка;GTZ;10;;13
;MOBIS;8614211000;Клипса крепления переднего бампера;ACT 99-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;87703H1500;Клипса крепления расширителей;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;MA00251179C;Клипса крепления фонаря  заднего CRN;CRNV;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;HR535052;Клипса локера Hyundai;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;877563E500;Клипса молдинга двери;CERATO, TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8775635000;Клипса молдинга двери;ACT 99-05, SANTA FE, SORN, TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8775725500;Клипса молдинга двери;ACT 99-05;10;;13
;MOBIS;87714FD200;Клипса молдинга двери;ACT 99-05, SANTA FE, SORN, TUCSON;50;;65
;MOBIS;8775634520;Клипса молдинга двери;TUCSON, TERR, SON-5, TRAJET, SON-3;50;;65
;MOBIS;877562E000;Клипса молдинга двери;CERATO, TUCSON;20;;26
;MOBIS;877563D000;Клипса молдинга двери;SON-5, LTR (XD) 00-;50;;65
;MOBIS;8775626900;Клипса молдинга двери;LTR 90-95;30;;39
;MOBIS;8775638000;Клипса молдинга двери;SON-5;60;;78
;MOBIS;877561C000;Клипса молдинга двери(фиксатор);MATRIX;20;;26
;MOBIS;863732F000;Клипса молдинга капота;CERATO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8721638000;Клипса молдинга крыши;CERATO, MGN, SON 5, SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;877572D000;Клипса молдинга крыши;LTR 00-;10;;13
;MOBIS;8777027000;Клипса молдинга кузова;;30;;39
;MOBIS;8775835000;Клипса накладки порога / молдинга;ACT 99-05, MATRIX, SANTA FE;20;;26
;MOBIS;8775637000;Клипса накладки порога / молдинга;SON-5;50;;65
;MOBIS;8775837000;Клипса накладки порога / обшивки;ACT 99-05, SON-4;50;;65
;MOBIS;877583D000;Клипса накладки порога / обшивки;SON-5;50;;65
;MOBIS;8659035000;Клипса направляющая бампера;TUCSON;40;;52
;MOBIS;866992D000;Клипса направляющая педнего бампера;SON-5, LTR (XD) 00-;50;;65
;MOBIS;8127939000;Клипса обшивки багажника;LTR (XD) 00-;50;;65
;MOBIS;0K20168865;Клипса обшивки багажника;SPCTR Иж;50;;65
;MOBIS;8231538000;Клипса обшивки двери;АСТ 99-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;KKY0768401;Клипса обшивки двери;SPG;50;;65
;MOBIS;8231529000;Клипса обшивки двери;АСТ 99-;20;;26
;MOBIS;8231527000;Клипса обшивки двери;АСТ 99-;50;;65
;MOBIS;MG35068AB1;Клипса обшивки двери;SPG;50;;65
;MOBIS;0B10268865FC;Клипса обшивки капота;SORN, SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8112637000;Клипса обшивки капота;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;KK3766886508;Клипса обшивки панелей салона;RIO-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8583922000;Клипса обшивки панели задн;GTZ;50;;65
;MOBIS;8583933000;Клипса обшивки панели задн;GTZ;20;;26
;MOBIS;858493L000;Клипса обшивки панели задн;GTZ;30;;39
;MOBIS;1249305203;Клипса переднего бампера;ACT 95-99, ACT 99-, LTR (XD) 00-, SON-5,;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;1244105203;Клипса переднего бампера;SON-5, XG 2,5L, ACT 95-99, LTR (XD) 00-,;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;1249305207B;Клипса переднего бампера;SORN;50;;65
;MOBIS;1249305167;Клипса переднего бампера;SON-5;10;;13
;MOBIS;8659324000;Клипса переднего бампера;GTZ;20;;26
;MOBIS;0K2A150037;Клипса переднего/заднего бампера;RIO-1;50;;65
;MOBIS;MNA0156145;Клипса подкрылка;AVL;50;;65
;MOBIS;833364B000;Клипса подкрылка;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K30A67605;Клипса подкрылка;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8684822000;Клипса подкрылка;ACT 99-, SON-5;20;;26
;MOBIS;8682533000;Клипса подкрылка;ACT 99-;20;;26
;MOBIS;0G03250037A;Клипса подкрылка;SON-5, SPCTR Иж;20;;26
;MOBIS;1491005000;Клипса подкрылка (8);GTZ;20;;26
;MOBIS;8775927000;Клипса порога;SANTA FE;50;;65
;MOBIS;8775535000;Клипса порога;SON-5;30;;39
;MOBIS;3381342000;Клипса порога;SON-5;30;;39
;MOBIS;0K20150033;Клипса радиатора;RIO-1;50;;65
;MOBIS;MB17356135;Клипса расширителя крыла;SPG;10;;13
;MOBIS;0HF9051R11;Клипса расширителя крыла;SPG;30;;39
;MOBIS;8635933500;Клипса решетки радиатора;CERATO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8636126700;Клипса решотки радиатора;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8636226700;Клипса решотки радиатора;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;MB235248;Клипса решотки радиатора;GALL;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;K999100503;Клипса ручки двери;RIO;50;;65
;MOBIS;1492942025;Клипса ручки двери;MGN;10;;13
;MOBIS;8213227100;Клипса уплотнителя двери;ACT 99-05;50;;65
;MOBIS;KKY0169361;Клипса уплотнителя двери ;SPG;50;;65
;MOBIS;8321922000;Клипса уплотнителя стекла;ACT 99-;20;;26
;MOBIS;86697H1001;Клипса усилителя заднего бампера;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;79651M2000;Клипса утеплителя капота;GALL;10;;13
;MOBIS;921913E500;Клипса фары;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9235137000;Клипса фары;MGN;50;;65
;MOBIS;9219135000;Клипса фары;ACT 99-, RIO-2;20;;26
;MOBIS;921913E000;Клипса фары;SORN;20;;26
;MOBIS;924353B000;Клипса фонаря;ELANTRA;10;;13
;MOBIS;0K2A151179;Клипса фонаря ;SEP-2;20;;26
;MOBIS;811761C000;Клипса штанги капот;GTZ;10;;13
;MOBIS;865423C000;Клык бампера переднего;SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;647101H010;Клык бампера переднего левый;CEE'D;420;;546
;MOBIS;647201H010;Клык бампера переднего правый;CEE'D;800;;1040
;MOBIS;9,12E+04;Ключ для снятия запасного колеса;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;937102E001CA;Кнопка;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;937402E001C;Кнопка;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;937402E001CA;Кнопка;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;97257FD900;Кнопка;RIO-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;97258FD900;Кнопка;RIO-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;937903C000;Кнопка аварийной сигнализации;SON 5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9379034000;Кнопка аварийной сигнализации;SON-3;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;937901C000;Кнопка аварийной сигнализации;GTZ;200;;260
;MOBIS;0K57A66480A;Кнопка включения ПТФ;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K30A17640;Кнопка выключения лампы заднего хода;RIO-1;200;;260
;MOBIS;0K56A67540A;Кнопка заднего стеклоочистителя;SPG;250;;325
;MOBIS;97256FD900;Кнопка кондиционера;RIO-3, RIO-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9725925100;Кнопка кондиционера;RIO-2, RIO-3;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8852139350;Кнопка мехизма регулировки сиденья;SON 5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9371026500;Кнопка обогрева заднего стекла;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;937101C000;Кнопка обогрева заднего стекла;GTZ;370;;481
;MOBIS;9371025000;Кнопка обогрева заднего стекла;ACT 99-;500;;650
;MOBIS;9333026000;Кнопка обогрева сидения левая;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9333026050;Кнопка обогрева сидения правая;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9364025000;Кнопка омывателя фар;ACT 99-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9374043800;Кнопка противотуманных фар;PORTER;250;;325
;MOBIS;937401C000;Кнопка противотуманных фар;GTZ;200;;260
;MOBIS;937303C000;Кнопка противотуманных фар;SON 5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;937302H2009Y;Кнопка противотуманных фар;LTR nov,06-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K53B66480;Кнопка противотуманных фар;CRNV;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K33A66480C;Кнопка противотуманных фар;RIO-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2N166480A;Кнопка противотуманных фар;SHM-2;250;;325
;MOBIS;0K2A366480B;Кнопка противотуманных фар;SEP-2;240;;312
;MOBIS;84777FD000;Кнопка противотуманных фар;RIO-2;250;;325
;MOBIS;9374026500;Кнопка противотуманных фар;SANTA FE;400;;520
;MOBIS;0K53A66480;Кнопка противотуманных фар;CRNV;450;;585
;MOBIS;9374026100;Кнопка противотуманных фар;SANTA FE;470;;611
;MOBIS;9374025000;Кнопка противотуманных фар;ACT 99-;500;;650
;MOBIS;949502D200AX;Кнопка противотуманных фар;LTR (XD) 00-;920;;1196
;MOBIS;937403K110HZ;Кнопка противотуманных фар задних;SON NF;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;937403K110U7;Кнопка противотуманных фар задних;SON NF;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;937403K110V2;Кнопка противотуманных фар задних;SON NF;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9373026000;Кнопка ПТФ;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9373026500;Кнопка ПТФ;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;937402F000IM;Кнопка ПТФ передних (светлая);СERATO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;45712H1000A;Кнопка рычага АКПП;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;KK12B6637004;Кнопка стеклоподемника;AVL;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;935733D110;Кнопка управления зеркалами;SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;85710FD40008;Коврик багажника 4DR;RIO-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K9A410220A;Кожух;;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2535022200;Кожух;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5175533500;Кожух ;;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2535007100;Кожух вентилятора;PIC;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253504A800;Кожух вентилятора;H-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9773517000;Кожух вентилятора кондиционера;MATRIX;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9773526101;Кожух вентилятора кондиционера;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;977353C000;Кожух вентилятора кондиционера;MGN-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;977353E000;Кожух вентилятора кондиционера;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;977353F000;Кожух вентилятора кондиционера;SON-5;650;;845
;MOBIS;977352D500;Кожух вентилятора кондиционера;LTR (XD) 00-;1680;;2184
;MOBIS;9773538000;Кожух вентилятора кондиционера;SON-5, TRAJET;600;;780
;MOBIS;977352D000;Кожух вентилятора кондиционера   -03 А/Т 2,0L;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9773525000;Кожух вентилятора кондиционера A/T;ACT 99-05;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9773525100;Кожух вентилятора кондиционера М/T;ACT 99-05;650;;845
;MOBIS;25351H1900;Кожух вентилятора охл верх;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2535038000;Кожух вентилятора охлаждения;SON-5;650;;845
;MOBIS;253502E400;Кожух вентилятора охлаждения;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253502E000;Кожух вентилятора охлаждения;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253502D001;Кожух вентилятора охлаждения;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2535026400;Кожух вентилятора охлаждения;SANTA FE 2,0 TCI;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253501H000;Кожух вентилятора охлаждения;CEE'D;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253501F500;Кожух вентилятора охлаждения;SPG NEW;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K55215210A;Кожух вентилятора охлаждения;CRNV;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2535007000;Кожух вентилятора охлаждения;PIC;400;;520
;MOBIS;253500L400;Кожух вентилятора охлаждения;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2535017030;Кожух вентилятора охлаждения;MATRIX;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253501C050;Кожух вентилятора охлаждения;GTZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253501C100;Кожух вентилятора охлаждения;GTZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253501D100;Кожух вентилятора охлаждения;CARENS;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253501E050;Кожух вентилятора охлаждения;VERNA 06MY -;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253501F000;Кожух вентилятора охлаждения;NEW SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2A115210;Кожух вентилятора охлаждения;SPCTR Иж;1000;;1300
;MOBIS;253501C350;Кожух вентилятора охлаждения;GTZ;1230;;1599
;MOBIS;2535025000_OEM;Кожух вентилятора охлаждения;ACT 99-05;1300;;1690
;MOBIS;253502E500;Кожух вентилятора охлаждения;TUCSON;3050;;3965
;MOBIS;0K2A115210_OEM;Кожух вентилятора охлаждения;SPCTR Иж;350;;455
;MOBIS;2535026000;Кожух вентилятора охлаждения;SANTA FE 2,4 GAZ, SANTA FE 2,7L;700;;910
;MOBIS;2535025000;Кожух вентилятора охлаждения;ACT 99-05;400;;520
;MOBIS;253501C150;Кожух вентилятора охлаждения ;GTZ;1250;;1625
;MOBIS;253501G050;Кожух вентилятора охлаждения (A/C);RIO-3;800;;1040
;MOBIS;253501C250;Кожух вентилятора охлаждения (под узкий радиатор);GTZ;1250;;1625
;MOBIS;0K01115211E;Кожух вентилятора охлаждения -01;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K03815211;Кожух вентилятора охлаждения 01-;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253504A900;Кожух вентилятора охлаждения 05-;H-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253502H000;Кожух вентилятора охлаждения 1,6;LTR nov,06-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253503K210;Кожух вентилятора охлаждения 2,0 2,4;SON NF;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253502H100;Кожух вентилятора охлаждения 2,0;LTR nov,06-;1520;;1976
;MOBIS;253503E000;Кожух вентилятора охлаждения DIZ;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253503E900;Кожух вентилятора охлаждения DIZ;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253503E200;Кожух вентилятора охлаждения GAZ;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;282202D002;Кожух воздушного фильтра;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2852523900;Кожух выпускного колектора;SPG NEW;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2852522700;Кожух выпускного коллектора;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2852523602;Кожух выпускного коллектора;LTR 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;292404X000;Кожух выпускного коллектора;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;285252X620D;Кожух выпускного коллектора 1,3;GTZ 1,3L;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2240523530;Кожух ГБЦ;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;972532E500;Кожух датчика освещения;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;292474A102;Кожух двигателя (декоративная);SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;866901H000;Кожух заднего бампера нижний;CEE'D;1070;;1391
;MOBIS;812353K000;Кожух замка крышки багажника;SON NF;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;K0BH137270;Кожух запасного колеса;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;876092C000;Кожух зеркала правый;COUPE;220;;286
;MOBIS;2827227250;Кожух интеркуллера;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2240538800;Кожух клапанной крышки;SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2240538011;Кожух клапанной крышки;SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2240526610;Кожух клапанной крышки;АСТ 99-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2240526020;Кожух клапанной крышки;VERNA 06MY -;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2924023660;Кожух клапанной крышки (плита);MATRIX;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2924026702;Кожух клапанной крышки (плита);LTR (XD) 1,6L 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2924027300;Кожух клапанной крышки (плита);SPG NEW;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K9B066650C;Кожух котакта замка;CLR-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;851302E000;Кожух кронштейна зеркала салона;TUCSON;40;;52
;MOBIS;868453E000;Кожух накладки заднего бампера;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;866452B000;Кожух накладки заднего бампера;SANTA FE 07,06-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;866452E000;Кожух накладки заднего бампера;TUCSON;680;;884
;MOBIS;8814917000;Кожух откидного столика;MATRIX;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9720626000;Кожух отопителя салона;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K30B55710;Кожух передней консоли;RIO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;KSUB351036;КОЖУХ ПЕРЕДНЕЙ ФАРЫ;SPCTR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;84520H1640JI;Кожух перчаточного ящика;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8454026002TI;Кожух перчаточного ящика;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8685138001;Кожух подкрылка;SON-5;250;;325
;MOBIS;865252D600;Кожух противотуманной фары;LTR (XD) 00-;80;;104
;MOBIS;865252D500;Кожух противотуманной фары;LTR (XD) 00-;80;;104
;MOBIS;865272D600;Кожух противотуманной фары ;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8652726000;Кожух противотуманной фары ;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;865262D600;Кожух противотуманной фары верх правый;LTR nov,06-;80;;104
;MOBIS;865282D600;Кожух противотуманной фары нижний правый;LTR nov,06-;80;;104
;MOBIS;253352E000;Кожух радиатора;;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253352E001;Кожух радиатора;NEW SPG;70;;91
